#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Oct 22 13:21:09 EDT 2018,63,63,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMinTest2+ EfficiencyTest1+ GetMinTest1+ GetMinTest2+ GetMinTest3+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ , ,DelMinTest1- DelMinTest3- DelMinTest4- EverythingTest- InsertTest1- InsertTest2- InsertTest3- , ,
1,Mon Oct 22 15:50:15 EDT 2018,63,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest3 DelMinTest4 EverythingTest InsertTest1 InsertTest2 InsertTest3 , ,
2,Mon Oct 22 15:56:21 EDT 2018,78,15,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3+ EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest2- DelMinTest4 EverythingTest , ,
3,Mon Oct 22 16:00:57 EDT 2018,63,-15,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest4 , ,DelMinTest1 DelMinTest2 DelMinTest3- DelMinTest4 EverythingTest GetMinTest3- SizeTest3- , ,
4,Mon Oct 22 16:01:18 EDT 2018,78,15,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3+ EfficiencyTest1 GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3+ SizeTest4 , ,DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest , ,
5,Mon Oct 22 16:02:56 EDT 2018,100,22,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest2+ DelMinTest3 DelMinTest4+ EfficiencyTest1 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
6,Mon Oct 22 20:57:42 EDT 2018,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
7,Mon Oct 22 21:28:35 EDT 2018,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
8,Mon Oct 22 22:53:44 EDT 2018,94,-6,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- , ,
9,Mon Oct 22 22:54:02 EDT 2018,94,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 , ,
